Classe,x,y,z
0,0.199664,0.778446,0.788206
0,0.125839,0.786672,0.856344
0,0.104102,0.70268,0.797884
0,0.097659,0.713552,0.790458
0,0.128285,0.763862,0.73479
0,0.0402151,0.805832,0.786037
0,0.103732,0.780359,0.817345
0,0.0857636,0.778782,0.782168
0,0.128921,0.757885,0.835245
0,0.14322,0.783113,0.783621
0,0.0845607,0.727502,0.831776
0,0.0912573,0.701973,0.868646
0,0.115493,0.768158,0.82268
0,0.118894,0.75964,0.910851
0,0.104545,0.711403,0.896372
0,0.0885381,0.780184,0.850355
0,0.0747572,0.716266,0.815815
0,0.0888465,0.781802,0.806585
0,0.1297,0.793877,0.913998
0,0.229299,0.719171,0.813075
0,0.0932035,0.703854,0.80858
0,0.127153,0.775171,0.772843
0,0.161059,0.763577,0.82788
0,0.110823,0.749173,0.835717
0,0.0790388,0.755136,0.868424
0,0.126188,0.778511,0.866902
0,0.0763585,0.740557,0.815911
0,0.053813,0.753658,0.892347
0,0.146845,0.727778,0.831042
0,0.0849237,0.72993,0.840361
0,0,0.80083,0.808998
0,0.186754,0.704065,0.837692
0,0.120611,0.710563,0.900451
0,0.0577285,0.791902,0.841684
0,0.0729266,0.780702,0.812357
0,0.0876578,0.75683,0.830984
0,0.172925,0.68483,0.791205
0,0.0663127,0.653725,0.811335
0,0.137204,0.720744,0.838366
0,0.101486,0.724132,0.775825
0,0.137184,0.786972,0.822225
0,0.104531,0.782521,0.832558
0,0.0427255,0.701094,0.828024
0,0.100313,0.723402,0.809704
0,0.119714,0.711444,0.860971
0,0.0879802,0.693571,0.870412
0,0.00514155,0.757397,0.796438
0,0.11244,0.727043,0.868449
0,0.162872,0.789784,0.841466
0,0.141761,0.737145,0.848847
0,0.169563,0.721548,0.910948
0,0.109141,0.696873,0.791748
0,0.0881186,0.737572,0.783672
0,0.138212,0.767396,0.855753
0,0.0877711,0.774517,0.80584
0,0.0815399,0.764107,0.812852
0,0.0595348,0.769282,0.757354
0,0.148337,0.736087,0.823298
0,0.109687,0.739313,0.734256
0,0.150351,0.760083,0.827384
0,0.0758261,0.75973,0.814333
0,0.0879103,0.804151,0.838097
0,0.1058,0.77628,0.847394
0,0.0948846,0.722012,0.851213
0,0.11557,0.736026,0.819722
0,0.153312,0.775717,0.849635
0,0.111657,0.749702,0.797877
0,0.111696,0.748487,0.829293
0,0.104952,0.806153,0.871534
0,0.112457,0.756876,0.791393
0,0.130102,0.715194,0.879857
0,0.00594177,0.757896,0.795614
0,0.061198,0.795223,0.847609
0,0.100131,0.71746,0.865004
0,0.0854248,0.751816,0.859834
0,0.0724479,0.665549,0.852848
0,0.0793516,0.679227,0.795671
0,0.0830183,0.733688,0.80122
0,0.0662126,0.727325,0.81477
0,0.0854924,0.80459,0.814899
0,0.0990272,0.738461,0.822854
0,0.0736766,0.799393,0.829591
0,0.126551,0.763763,0.93179
0,0.11302,0.722575,0.913075
0,0.0532014,0.781746,0.878088
0,0.0983104,0.812634,0.795875
0,0.0842521,0.685094,0.843735
0,0,0.751118,0.804547
0,0.0679908,0.754873,0.8993
0,0.130449,0.752932,0.879088
0,0.0616657,0.749034,0.80215
0,0.121534,0.737697,0.773549
0,0.131144,0.790136,0.787067
0,0.0752042,0.730661,0.790527
0,0.161293,0.756585,0.815983
0,0.0611622,0.746484,0.828548
0,0.0899249,0.73581,0.798222
0,0.134421,0.784318,0.88049
0,0.0996939,0.781549,0.864413
0,0.0776141,0.78685,0.868749
0,0.0978995,0.727431,0.824366
0,0.0842493,0.727248,0.812784
0,0.109637,0.740429,0.878555
0,0.0922221,0.818916,0.864473
0,0.0974209,0.747407,0.825411
0,0.0787232,0.787595,0.791456
0,0.0954856,0.73469,0.823788
0,0.130643,0.745205,0.844674
0,0.0135855,0.737828,0.822277
0,0.0314632,0.718642,0.870198
0,0.0731285,0.705259,0.762637
0,0.0755028,0.730848,0.885495
0,0.142803,0.705199,0.867615
0,0.109589,0.80979,0.813273
0,0.127908,0.774403,0.838988
0,0.0320518,0.773694,0.833252
0,0.0900637,0.75229,0.790627
0,0.109908,0.778251,0.78611
0,0.11748,0.759199,0.881271
0,0.135302,0.82219,0.873141
0,0.0548216,0.71333,0.810491
0,0.151617,0.7447,0.887216
0,0.138443,0.757213,0.771741
0,0.160004,0.784434,0.8021
0,0.101266,0.740223,0.797195
0,0.0763629,0.769158,0.832376
0,0.125971,0.800106,0.741053
0,0.105646,0.686412,0.860688
0,0.0985258,0.750277,0.79893
0,0.174184,0.759605,0.852636
0,0.0820989,0.773567,0.81604
0,0.0920403,0.725013,0.810205
0,0.14716,0.759918,0.843999
0,0.0763028,0.720715,0.833491
0,0.127718,0.742985,0.848605
0,0.0372766,0.79053,0.785077
0,0.129231,0.736122,0.815969
0,0.086164,0.713367,0.840493
0,0.120115,0.710607,0.859277
0,0.0664845,0.726658,0.811999
0,0.0742284,0.74002,0.838024
0,0.125156,0.71318,0.861039
0,0.0242857,0.76081,0.881303
0,0.146813,0.76081,0.890566
0,0.13112,0.814644,0.830517
0,0.10557,0.741696,0.889517
0,0.118614,0.723764,0.828298
0,0.0845652,0.760487,0.797136
0,0.0371068,0.662956,0.84208
0,0.0888622,0.721246,0.910541
0,0.1014,0.73791,0.731401
0,0.115791,0.752453,0.839082
0,0.147189,0.782117,0.838818
0,0.135079,0.80873,0.837237
0,0.128405,0.771324,0.862233
0,0.110794,0.777109,0.788805
0,0.0700994,0.803758,0.794634
0,0.139877,0.794601,0.833249
0,0.174142,0.77095,0.864204
0,0.181497,0.822862,0.887866
0,0.0412499,0.802702,0.814606
0,0.0761978,0.700652,0.846864
0,0.102648,0.753805,0.906981
0,0.0896736,0.736673,0.878342
0,0.024849,0.712522,0.799013
0,0.109365,0.717845,0.912526
0,0.0830775,0.740998,0.830743
0,0.0950913,0.741546,0.831811
0,0.0469924,0.715081,0.794744
0,0.0672193,0.717575,0.835871
0,0.0503672,0.704831,0.80419
0,0.1198,0.754068,0.842996
0,0.112992,0.769516,0.826554
0,0.136549,0.780768,0.813441
0,0.0974502,0.675183,0.835532
0,0.0767432,0.759878,0.866139
0,0.14773,0.78083,0.81793
0,0.144642,0.747509,0.840874
0,0.149962,0.739971,0.859117
0,0.113053,0.763284,0.902124
0,0.112293,0.742181,0.793781
0,0.111339,0.756862,0.906906
0,0.101757,0.76772,0.768649
0,0.0927992,0.675435,0.815139
0,0.124218,0.759264,0.845005
0,0.0642112,0.683905,0.767446
0,0.0594004,0.716224,0.829105
0,0.157906,0.74294,0.919802
0,0.0925725,0.740405,0.902597
0,0.111299,0.764437,0.826189
0,0.0798211,0.71339,0.86166
0,0.0641124,0.76765,0.813348
0,0.173278,0.796551,0.901097
0,0.131791,0.739893,0.821433
0,0.080604,0.753961,0.796966
0,0.101375,0.756457,0.770883
0,0.0948637,0.676242,0.774618
0,0.0454891,0.69535,0.869465
0,0.11289,0.716926,0.775766
0,0.0462729,0.765475,0.900097
0,0.0879875,0.775272,0.861368
0,0.118928,0.783156,0.84172
0,0.0839578,0.747335,0.86486
0,0.16623,0.755467,0.853851
0,0.0799001,0.690758,0.828104
0,0.0852006,0.742727,0.789744
0,0.100378,0.758462,0.834529
0,0.114627,0.788625,0.85197
0,0.112584,0.768319,0.822374
0,0.138121,0.776622,0.862426
0,0.122548,0.784639,0.87856
0,0.0504624,0.787693,0.852124
0,0.114264,0.800342,0.876163
0,0.135602,0.733721,0.854089
0,0.128239,0.736865,0.867613
0,0.180791,0.811481,0.733117
0,0.0820259,0.76729,0.878414
0,0.137015,0.768778,0.847935
0,0.176526,0.80317,0.801898
0,0.0575344,0.702762,0.877631
0,0.0719996,0.763538,0.80745
0,0.0915045,0.717907,0.814105
0,0.123596,0.848071,0.804716
0,0.125369,0.710097,0.85325
0,0.0663349,0.708494,0.805493
0,0.123308,0.751029,0.848434
0,0.144602,0.716134,0.861663
0,0.0980251,0.763178,0.783797
0,0.139516,0.673945,0.841958
0,0.0502573,0.691272,0.815808
0,0.0768025,0.73014,0.895409
0,0.069814,0.744912,0.827892
0,0.0450428,0.805974,0.819181
0,0.105107,0.794939,0.809768
0,0.11488,0.790922,0.810392
0,0.064515,0.748987,0.847382
0,0.0460121,0.816463,0.80759
0,0.142559,0.715969,0.86918
0,0.079631,0.683149,0.774296
0,0.144039,0.760775,0.883933
0,0.127362,0.816348,0.863862
0,0.112503,0.711946,0.824272
0,0.0724666,0.754946,0.896181
0,0.104031,0.746103,0.858678
0,0.120189,0.754087,0.864702
0,0.0946899,0.737339,0.836959
0,0.132644,0.733755,0.852225
0,0.152161,0.767834,0.862597
0,0.0979674,0.71376,0.803964
0,0.11346,0.698434,0.789354
0,0.168932,0.764064,0.827625
0,0.04797,0.717499,0.844527
0,0.0340141,0.830518,0.887759
0,0.0791529,0.798628,0.823804
0,0.137961,0.711479,0.830725
0,0.0870583,0.733701,0.792162
0,0.0717771,0.809734,0.81968
0,0.134368,0.745381,0.844672
0,0.10258,0.710629,0.874215
0,0.0646538,0.758175,0.792467
0,0.117524,0.732112,0.811292
0,0.110453,0.724174,0.860196
0,0.131567,0.767523,0.83288
0,0.0934481,0.671712,0.811915
0,0.11186,0.762017,0.761814
0,0.0694196,0.790291,0.857405
0,0.0847293,0.738213,0.827809
0,0.150298,0.762579,0.860369
0,0.0778813,0.783749,0.827287
0,0.130518,0.791693,0.788196
0,0.0982212,0.729377,0.785555
0,0.0828984,0.785758,0.763567
0,0.112895,0.745765,0.800045
0,0.0966635,0.68868,0.773028
0,0.0942593,0.737581,0.760239
0,0.0947966,0.719144,0.855889
0,0.0579508,0.750421,0.816275
0,0.116397,0.814068,0.830353
0,0.0976037,0.779714,0.847075
0,0.0972576,0.781833,0.827726
0,0.102962,0.782196,0.842834
0,0.155096,0.739041,0.805977
0,0.104181,0.706186,0.865698
0,0.0911305,0.760924,0.797963
0,0.107637,0.783994,0.881589
0,0.0937441,0.818891,0.870085
0,0.0530222,0.694668,0.885378
0,0.16243,0.780212,0.806022
0,0.088942,0.733018,0.931031
0,0.110928,0.713087,0.847963
0,0.159815,0.788908,0.894905
0,0.0915485,0.709301,0.838478
0,0.117004,0.691672,0.849944
0,0.102056,0.664523,0.828024
0,0.0646924,0.725424,0.852123
0,0.0956291,0.758039,0.817974
0,0.111977,0.717142,0.78909
0,0.156914,0.716719,0.824831
0,0.162668,0.714125,0.830071
0,0.089033,0.772656,0.78616
0,0.0394859,0.776722,0.805369
0,0.137813,0.762618,0.815653
0,0.0677094,0.758854,0.803787
0,0.0904742,0.783964,0.748005
0,0.167412,0.775799,0.860854
0,0.0845426,0.748813,0.865258
0,0.139347,0.795906,0.837536
0,0.080793,0.681213,0.860592
0,0.148739,0.77419,0.834731
0,0.155632,0.793037,0.897308
0,0.148012,0.76487,0.838384
0,0.11636,0.786071,0.879753
0,0.0782332,0.793171,0.877495
0,0.100685,0.694831,0.794651
0,0.076078,0.804488,0.836195
0,0.106931,0.710907,0.84341
0,0.115991,0.806311,0.901124
0,0.134665,0.779363,0.858192
0,0.145424,0.755218,0.774078
0,0.0996438,0.660844,0.857627
0,0.0538408,0.758923,0.848176
0,0.0702118,0.713985,0.81808
0,0.167212,0.696362,0.905099
0,0.199246,0.725857,0.830385
0,0.0844401,0.761307,0.79565
0,0.0484539,0.741799,0.834299
0,0.0877719,0.721472,0.820013
0,0.164869,0.777434,0.78224
0,0.147779,0.783758,0.811346
0,0.150131,0.755919,0.807133
0,0.0641389,0.801524,0.819404
0,0.0750406,0.773085,0.825553
0,0.155689,0.77268,0.867132
0,0.141019,0.728953,0.882958
0,0.110141,0.757525,0.825034
0,0.148001,0.798471,0.85322
0,0.0824188,0.767591,0.786471
0,0.102928,0.781592,0.833186
0,0.0924647,0.65332,0.881594
0,0.0905742,0.705864,0.83261
0,0.0254467,0.69361,0.927713
0,0.159929,0.862427,0.849653
0,0.0215427,0.830831,0.851554
0,0.116842,0.736169,0.821688
0,0.0658336,0.757325,0.869115
0,0.121128,0.682813,0.809911
0,0.0844419,0.761194,0.841728
0,0.048928,0.713534,0.831145
0,0.182996,0.704023,0.832275
0,0.142545,0.793847,0.84153
0,0.115003,0.731603,0.836029
0,0.063735,0.716195,0.826623
0,0.103005,0.804135,0.775027
0,0.115049,0.740893,0.802091
0,0.114164,0.72743,0.770263
0,0.0558654,0.746871,0.802146
0,0.0175647,0.741026,0.835776
0,0.0870334,0.758525,0.871568
0,0.0605991,0.823518,0.790353
0,0.0993192,0.702445,0.785605
0,0.154459,0.764649,0.912499
0,0.079469,0.643647,0.850351
0,0.0557968,0.736441,0.804016
0,0.0677452,0.745965,0.889142
0,0.106921,0.674972,0.894504
0,0.0122463,0.707758,0.878289
0,0.0489575,0.754527,0.90894
0,0.00335929,0.757484,0.80436
0,0.0645344,0.795186,0.809739
0,0.125824,0.76536,0.864086
0,0.0904506,0.754173,0.823531
0,0.148196,0.738693,0.8133
0,0.120936,0.761583,0.793246
0,0.075793,0.739729,0.765884
0,0.121073,0.739861,0.886371
0,0.109078,0.687818,0.870197
0,0.0807732,0.7001,0.874536
0,0.130833,0.75169,0.801263
0,0.152111,0.746069,0.906885
0,0.0429303,0.773753,0.883415
0,0.138283,0.710201,0.877275
0,0.147441,0.746845,0.888148
0,0.057211,0.806488,0.847527
0,0.107531,0.740963,0.90828
0,0.123717,0.697576,0.803217
0,0.109353,0.757892,0.869895
0,0.122648,0.721982,0.881317
0,0.114984,0.733475,0.882732
0,0.147951,0.749231,0.915238
0,0.0654129,0.753584,0.787675
0,0.162012,0.689632,0.910909
0,0.109258,0.737556,0.774814
0,0.162488,0.757834,0.831054
0,0.073383,0.737122,0.831628
0,0.137476,0.791463,0.889326
0,0.106109,0.755358,0.798235
0,0.129491,0.753254,0.863057
0,0.0841229,0.75656,0.828835
0,0.133454,0.819199,0.819898
0,0.122688,0.723074,0.862082
0,0.168314,0.732975,0.775073
0,0.104699,0.797995,0.863933
0,0.0564677,0.755378,0.785509
0,0.118643,0.722935,0.795243
0,0.118235,0.77531,0.79836
0,0.144329,0.707705,0.810853
0,0.0364441,0.77463,0.826357
0,0.10027,0.782281,0.769394
0,0.109882,0.780717,0.791847
0,0.0984596,0.833286,0.870314
0,0.0888252,0.699077,0.800252
0,0.0398904,0.757163,0.86288
0,0.104896,0.721957,0.863958
0,0.0791041,0.785394,0.875898
0,0.0688433,0.709779,0.846401
0,0.133641,0.765103,0.793455
0,0.0917564,0.788354,0.787407
0,0.0934109,0.735227,0.810027
0,0.0380828,0.715164,0.834945
0,0.0600587,0.764507,0.862047
0,0.0984373,0.789892,0.825696
0,0.111202,0.710736,0.863293
0,0.120166,0.727611,0.888171
0,0.113643,0.693096,0.778749
0,0.095499,0.709391,0.81746
0,0.0528519,0.759369,0.793894
0,0,0.795803,0.860067
0,0.119497,0.721465,0.825116
0,0.120195,0.681009,0.877387
0,0.0760183,0.73329,0.835095
0,0.043854,0.680402,0.843202
0,0.0937696,0.766252,0.822285
0,0.0886282,0.829984,0.814829
0,0.106678,0.759406,0.876828
0,0.100174,0.71384,0.872879
0,0.183063,0.693454,0.927335
0,0.119845,0.781782,0.846411
0,0.125878,0.778092,0.87993
0,0.0288513,0.795789,0.846831
0,0.0754113,0.699341,0.834251
0,0.144281,0.790085,0.80335
0,0.137388,0.683109,0.769229
0,0.08697,0.763906,0.8768
0,0.0586088,0.712414,0.824509
0,0.0817548,0.72321,0.809812
0,0.0602665,0.743413,0.867722
0,0.0835903,0.814092,0.812751
0,0.0657926,0.750808,0.799199
0,0.109116,0.773008,0.859095
0,0.110555,0.688938,0.844267
0,0.0873569,0.735632,0.857513
0,0.0799239,0.735997,0.855865
0,0.130959,0.768093,0.85097
0,0.119968,0.75554,0.844138
0,0.0693305,0.740219,0.841027
0,0.108557,0.864941,0.900917
0,0.0559127,0.742347,0.849694
0,0.0584827,0.724045,0.856429
0,0.207901,0.738598,0.832951
0,0.105697,0.742905,0.745034
0,0.0646979,0.756691,0.790039
0,0.118906,0.726576,0.748521
0,0.114148,0.67977,0.830326
0,0.153121,0.761563,0.837023
0,0.121622,0.727007,0.851624
0,0.0619784,0.79947,0.828344
0,0.064661,0.747885,0.805507
0,0.0470469,0.751735,0.815044
0,0.109331,0.76011,0.848769
0,0.128273,0.773096,0.834065
0,0.139203,0.749242,0.837343
0,0.161902,0.764253,0.801272
0,0.119642,0.688969,0.810796
0,0.0619441,0.767012,0.928176
0,0.183289,0.736499,0.765436
0,0.078815,0.754705,0.850398
0,0.150917,0.736416,0.922467
0,0.11046,0.689198,0.836768
0,0.0990412,0.725355,0.802366
0,0.141738,0.814124,0.843434
0,0.126658,0.669629,0.798459
0,0.102594,0.747145,0.781262
0,0.031562,0.798115,0.886201
0,0.170665,0.77226,0.902205
0,0.0477482,0.811202,0.801738
0,0.100391,0.735694,0.858117
0,0.0798665,0.768406,0.825197
0,0.142265,0.717764,0.893546
0,0.0429776,0.734191,0.828167
0,0.0165697,0.793202,0.83763
0,0.12183,0.78591,0.810449
0,0.131961,0.734701,0.79787
0,0.0783748,0.718255,0.774092
0,0.113261,0.767395,0.786354
0,0.121563,0.707783,0.787211
0,0.0844219,0.764226,0.903063
0,0.123137,0.708577,0.887278
0,0.11387,0.839041,0.859344
0,0.125172,0.718622,0.864462
0,0.105235,0.699253,0.815366
0,0.115821,0.766549,0.829109
0,0.0857173,0.728294,0.810599
0,0.0905659,0.782165,0.786174
0,0.14159,0.727272,0.855282
0,0.0485481,0.808137,0.826081
0,0.13121,0.67694,0.800724
0,0.110326,0.832526,0.840789
0,0.12803,0.733003,0.801409
0,0.0366846,0.732389,0.861045
0,0.0800046,0.788146,0.854461
0,0.138338,0.776799,0.848668
0,0.0878078,0.707411,0.838
0,0.10758,0.789087,0.799816
0,0.130895,0.711195,0.826107
0,0.0814922,0.721492,0.817642
0,0.0551243,0.775149,0.772118
0,0.0358501,0.753944,0.830615
0,0.0821803,0.735007,0.732057
0,0.0745947,0.768066,0.781511
0,0.127629,0.692172,0.807452
0,0.0801503,0.715187,0.805724
0,0.0778985,0.771291,0.832824
0,0.055987,0.788815,0.818099
0,0.113205,0.785631,0.823365
0,0.146589,0.739317,0.819204
0,0.0787706,0.753649,0.79584
0,0.0501667,0.756526,0.866494
0,0.07084,0.739155,0.887688
0,0.110608,0.722834,0.768284
0,0.126419,0.740182,0.843351
0,0.112076,0.760013,0.851276
0,0.133018,0.776575,0.873977
0,0.0872102,0.7349,0.838628
0,0.0497677,0.770249,0.810851
0,0.0942817,0.776581,0.798392
0,0.191582,0.743756,0.901674
0,0.12134,0.74422,0.871278
0,0.110836,0.755462,0.83575
0,0.12574,0.756466,0.809735
0,0.131794,0.73688,0.843636
0,0.0402929,0.802036,0.815801
0,0.0802725,0.752406,0.79184
0,0.073983,0.689269,0.765771
0,0.092787,0.721276,0.849365
0,0.155682,0.781328,0.868632
0,0.137832,0.73927,0.819657
0,0.0843489,0.670223,0.913952
0,0.0733123,0.73759,0.910063
0,0.0823126,0.802011,0.845841
0,0.091029,0.752619,0.804639
0,0.14205,0.802844,0.84371
0,0.136952,0.763806,0.862698
0,0.111291,0.717368,0.923536
0,0.130797,0.78308,0.789927
0,0.065793,0.689472,0.824727
0,0.117315,0.740304,0.874701
0,0.0426189,0.722749,0.845402
0,0.0639308,0.774634,0.828248
0,0.11229,0.724817,0.810731
0,0.0645029,0.779258,0.815607
0,0.0245843,0.813206,0.881407
0,0.0958589,0.743406,0.828507
0,0.0507418,0.781626,0.847469
0,0.123143,0.76476,0.826026
0,0.0575603,0.738607,0.883661
0,0.126895,0.703279,0.779127
0,0.0717368,0.755717,0.819173
0,0.0754904,0.725518,0.834037
0,0.107681,0.843517,0.854008
0,0.177145,0.719451,0.852172
0,0.0680542,0.791802,0.786635
0,0.0939887,0.750359,0.895013
0,0.0721021,0.770841,0.802241
0,0.137766,0.764044,0.847986
0,0.126897,0.768525,0.823472
0,0.0595047,0.816692,0.81644
0,0.143346,0.795001,0.846505
0,0.0988758,0.777224,0.757933
0,0.0688055,0.697361,0.877911
0,0.0692974,0.73729,0.845625
0,0.0690819,0.716619,0.824077
0,0.200773,0.731683,0.851719
0,0.103117,0.733287,0.828313
0,0.120365,0.760337,0.872691
0,0.183655,0.706848,0.826299
0,0.193567,0.763889,0.772533
0,0.0654788,0.754161,0.841295
0,0.107722,0.765659,0.815469
0,0.0644839,0.752783,0.796925
0,0.195862,0.796199,0.842832
0,0.155217,0.725,0.831126
0,0.0776043,0.716813,0.83229
0,0.108181,0.742972,0.861375
0,0.110233,0.766979,0.851011
0,0.0852511,0.777181,0.900927
0,0.0650066,0.790383,0.808631
0,0.107305,0.769892,0.807053
0,0.12715,0.707648,0.869243
0,0.0608156,0.72415,0.872874
0,0.0850099,0.749141,0.814203
0,0.123961,0.723304,0.83932
0,0.0920846,0.767362,0.85036
0,0.118844,0.75028,0.886464
0,0.105321,0.719432,0.835469
0,0.0339559,0.745943,0.841633
0,0.133623,0.73892,0.77596
0,0.15248,0.785842,0.874198
0,0.159079,0.786924,0.874751
0,0.0395731,0.769203,0.856434
0,0.12511,0.741468,0.753529
0,0.0809759,0.808763,0.848556
0,0.0944489,0.763621,0.779174
0,0.0842776,0.738008,0.854808
0,0.0999668,0.746127,0.794528
0,0.158919,0.714521,0.862406
0,0.100347,0.773267,0.845743
0,0.0719551,0.718526,0.822099
0,0.0890695,0.768105,0.838759
0,0.147822,0.726806,0.834135
0,0.160859,0.715721,0.887982
0,0.120313,0.7299,0.902947
0,0.0940036,0.741992,0.876358
0,0.099391,0.761725,0.863576
0,0.0582114,0.750363,0.81259
0,0.126084,0.766769,0.771895
0,0.087966,0.683679,0.853821
0,0.0610946,0.727576,0.851417
0,0.0967088,0.675873,0.769963
0,0.13537,0.664397,0.908998
0,0.128437,0.803267,0.828738
0,0.110062,0.800506,0.755952
0,0.118876,0.693004,0.837242
0,0.0876889,0.771296,0.74683
0,0.138717,0.69649,0.75088
0,0.090516,0.768229,0.779029
0,0.121752,0.708145,0.884492
0,0.00328109,0.739321,0.838408
0,0.0731575,0.733904,0.747008
0,0.0913876,0.763977,0.759633
0,0.054603,0.733656,0.838306
0,0.0677968,0.78886,0.861559
0,0.107292,0.724015,0.851422
0,0.0848104,0.75587,0.828753
0,0.0438699,0.723778,0.813697
0,0.110897,0.768562,0.829924
0,0.0470497,0.69803,0.790616
0,0.190077,0.662925,0.804445
0,0.0862088,0.670298,0.827889
0,0.105312,0.731892,0.798292
0,0.141339,0.729343,0.815288
0,0.160409,0.663119,0.857817
0,0.0192554,0.834195,0.839184
0,0.0667605,0.732988,0.797028
0,0.178709,0.734345,0.838011
0,0.139574,0.737534,0.878426
0,0.0930381,0.834795,0.826007
0,0.113928,0.705454,0.844414
0,0.217627,0.771346,0.850753
0,0.122767,0.726314,0.859666
0,0.15789,0.757517,0.776979
0,0.14819,0.75498,0.822838
0,0.121407,0.776601,0.823874
0,0.13054,0.740616,0.890485
0,0.110118,0.720889,0.775633
0,0.11683,0.840622,0.838687
0,0.0713211,0.773166,0.791248
0,0.111431,0.776086,0.776751
0,0.0982153,0.68564,0.834334
0,0.109104,0.704669,0.862709
0,0.116397,0.69654,0.778223
0,0.0845184,0.747726,0.861931
0,0.120845,0.669908,0.821101
0,0.0611364,0.774455,0.820919
0,0.0590924,0.740025,0.817894
0,0.135885,0.761578,0.715791
0,0.0773827,0.780613,0.827633
0,0.0686743,0.781316,0.881892
0,0.0976918,0.7724,0.853965
0,0.108403,0.707141,0.788773
0,0.122667,0.761291,0.814531
0,0.0381441,0.801734,0.889816
0,0.136194,0.759168,0.883549
0,0,0.724702,0.86859
0,0.0811323,0.770764,0.821211
0,0.125935,0.768855,0.845805
0,0.110407,0.723322,0.818571
0,0.0810302,0.714406,0.831436
0,0.0926307,0.740176,0.824677
0,0.170402,0.724777,0.810226
0,0.12236,0.786814,0.882503
0,0.13115,0.738348,0.779347
0,0.13496,0.766165,0.855731
0,0.0870564,0.741662,0.807705
0,0.112826,0.745312,0.808503
0,0.0395725,0.706971,0.809748
0,0.0790581,0.798256,0.821363
0,0.162169,0.747086,0.900213
0,0.109211,0.719665,0.850111
0,0.139813,0.769112,0.834531
0,0.0639331,0.781968,0.825503
0,0.1053,0.690938,0.825365
0,0.122715,0.765074,0.804528
0,0.0745796,0.762356,0.83588
0,0.129405,0.690054,0.825175
0,0.0896784,0.743879,0.827599
0,0.108023,0.750834,0.887087
0,0.123632,0.719021,0.801411
0,0.0755584,0.72569,0.851835
0,0.116241,0.691534,0.831352
0,0.136182,0.728199,0.883814
0,0,0.762971,0.854128
0,0.0891281,0.708322,0.849068
0,0.0971913,0.76759,0.839821
0,0.058535,0.710383,0.837397
0,0.118832,0.774254,0.86499
0,0.0843525,0.708245,0.795092
0,0.148889,0.733472,0.775042
0,0.126853,0.703083,0.830373
0,0.0929068,0.774624,0.824359
0,0.120987,0.74067,0.858625
0,0.0778011,0.739196,0.816968
0,0.0819943,0.782978,0.883375
0,0.113894,0.774442,0.820768
0,0.103296,0.722562,0.865102
0,0.067803,0.806571,0.804072
0,0.172885,0.731083,0.867877
