Classe,x,y,z
0,0.12381,0,0.355392
0,0.13688,0,0.369749
0,0.138235,0,0.380271
0,0.128154,0,0.356659
0,0.130934,0,0.360129
0,0.129097,0,0.360697
0,0.120663,0,0.369545
0,0.143536,0,0.354978
0,0.149943,0,0.363021
0,0.1335,0,0.378577
0,0.139567,0,0.354201
0,0.16435,0,0.374719
0,0.13996,0,0.363562
0,0.174216,0,0.371927
0,0.143771,0,0.351459
0,0.160103,0,0.371296
0,0.147647,0,0.354988
0,0.174949,0,0.372577
0,0.159021,0,0.358206
0,0.157852,0,0.372485
0,0.169514,0,0.366853
0,0.160917,0,0.369097
0,0.180968,0,0.375979
0,0.206803,0,0.343687
0,0.182828,0,0.367794
0,0.197985,0.00630937,0.367993
0,0.18519,0,0.368402
0,0.192854,0,0.371658
0,0.184793,0,0.376431
0,0.174959,0,0.337434
0,0.18116,0.0230397,0.397034
0,0.189132,0,0.377464
0,0.186472,0,0.366969
0,0.195963,0.00745681,0.363956
0,0.204131,0.00775762,0.357397
0,0.201275,0,0.371896
0,0.20977,0,0.361123
0,0.189757,0.0098012,0.364959
0,0.196538,0,0.368726
0,0.205591,0,0.372777
0,0.19784,0,0.361351
0,0.195169,0.000761765,0.376012
0,0.220227,0.000176162,0.370512
0,0.195731,0,0.365105
0,0.215596,0,0.366199
0,0.236731,0.0152469,0.364855
0,0.232074,0.0219279,0.377336
0,0.204785,0.0130149,0.371943
0,0.246964,0.0109587,0.366433
0,0.229023,0.0048473,0.384048
0,0.245448,0.0042241,0.383108
0,0.206855,0,0.377975
0,0.216613,0.0125827,0.383066
0,0.191979,0,0.380919
0,0.250229,0.0255474,0.397751
0,0.221324,0.0216237,0.38356
0,0.225286,0.0281328,0.388801
0,0.242615,0.029453,0.368984
0,0.20027,0.00828985,0.392385
0,0.23322,0.0176785,0.37195
0,0.240599,0.0211981,0.373265
0,0.220605,0.0224033,0.402236
0,0.240825,0.0300294,0.387075
0,0.226145,0.0195398,0.378382
0,0.242889,0.0374953,0.383056
0,0.229428,0.0264693,0.381565
0,0.22666,0.0281647,0.403189
0,0.241351,0.0200931,0.392325
0,0.225544,0.0177977,0.39453
0,0.228223,0.0287371,0.397448
0,0.237517,0.0294835,0.399267
0,0.258941,0.0326313,0.39823
0,0.244203,0.0350333,0.400308
0,0.26003,0.0239065,0.40973
0,0.249828,0.0151729,0.394781
0,0.261871,0.0261679,0.397962
0,0.239326,0.0531141,0.409225
0,0.248932,0.0423361,0.409833
0,0.253909,0.0512409,0.397723
0,0.261562,0.0462194,0.413279
0,0.251656,0.0469788,0.421538
0,0.256264,0.0591648,0.402758
0,0.263967,0.0346675,0.422059
0,0.243376,0.0532238,0.41457
0,0.262978,0.0407925,0.425685
0,0.265857,0.0387106,0.420387
0,0.243181,0.0465986,0.434611
0,0.264257,0.0571719,0.44771
0,0.253951,0.0542868,0.428257
0,0.2442,0.080029,0.431675
0,0.249587,0.0804618,0.432496
0,0.251909,0.0631758,0.454555
0,0.261357,0.0536812,0.421728
0,0.259672,0.0723777,0.447452
0,0.265456,0.0543609,0.454069
0,0.248221,0.0586031,0.452326
0,0.24902,0.080349,0.454678
0,0.268423,0.0537279,0.445295
0,0.252176,0.0512863,0.424433
0,0.247371,0.0511165,0.435759
0,0.256084,0.0645606,0.441779
0,0.262096,0.0609277,0.455868
0,0.253855,0.0814034,0.455783
0,0.245684,0.0710882,0.466131
0,0.266855,0.0828495,0.449807
0,0.252049,0.0859635,0.477751
0,0.24943,0.0943479,0.444912
0,0.255454,0.0701613,0.451773
0,0.239125,0.0883595,0.471733
0,0.254056,0.0938267,0.466643
0,0.254162,0.0891227,0.455471
0,0.236288,0.0887561,0.491749
0,0.243861,0.079974,0.46787
0,0.242923,0.108685,0.480619
0,0.248373,0.0776132,0.473055
0,0.23141,0.0933142,0.474875
0,0.226466,0.0815626,0.480969
0,0.245556,0.105456,0.473223
0,0.238758,0.0939309,0.477717
0,0.239334,0.0910942,0.476137
0,0.25076,0.0965157,0.488284
0,0.253477,0.0893517,0.491705
0,0.229901,0.118054,0.47728
0,0.242276,0.0905427,0.470929
0,0.22361,0.0889817,0.496175
0,0.241482,0.0822884,0.4839
0,0.241372,0.0660659,0.485684
0,0.215772,0.0908436,0.493305
0,0.249246,0.0863364,0.477236
0,0.215785,0.0889462,0.497323
0,0.23242,0.108797,0.485523
0,0.240767,0.115833,0.511447
0,0.222899,0.0942652,0.500204
0,0.230269,0.100016,0.502375
0,0.205128,0.106891,0.506939
0,0.233674,0.0777077,0.530244
0,0.219319,0.123683,0.512762
0,0.246121,0.0959366,0.523313
0,0.232651,0.106361,0.496773
0,0.22445,0.111761,0.511925
0,0.231314,0.108155,0.511864
0,0.200892,0.108498,0.504409
0,0.210603,0.110292,0.514859
0,0.218493,0.108327,0.536688
0,0.208816,0.103776,0.516898
0,0.187096,0.120445,0.54187
0,0.186957,0.106153,0.511932
0,0.200464,0.135092,0.540892
0,0.209852,0.120946,0.523291
0,0.221915,0.0993729,0.52908
0,0.203864,0.102103,0.53395
0,0.198697,0.120749,0.519109
0,0.196264,0.11457,0.516646
0,0.201962,0.0822094,0.513183
0,0.211154,0.114004,0.509498
0,0.197036,0.124676,0.538935
0,0.190235,0.109902,0.525327
0,0.188065,0.0958592,0.533189
0,0.19965,0.119835,0.529017
0,0.180432,0.113413,0.533917
0,0.190795,0.120526,0.556754
0,0.187582,0.0974676,0.542461
0,0.181703,0.120583,0.548817
0,0.181869,0.0809302,0.536714
0,0.159752,0.136164,0.551282
0,0.176584,0.121687,0.54909
0,0.171302,0.119076,0.538362
0,0.163321,0.11324,0.547274
0,0.187558,0.0956534,0.535783
0,0.180729,0.116812,0.550404
0,0.160917,0.095897,0.559114
0,0.173409,0.0883458,0.561051
0,0.175931,0.114198,0.546234
0,0.167107,0.103238,0.548839
0,0.161047,0.0908993,0.558464
0,0.146914,0.113405,0.536987
0,0.136674,0.112264,0.563787
0,0.150966,0.0958505,0.561834
0,0.162462,0.0889725,0.569667
0,0.16296,0.105591,0.543193
0,0.143787,0.0945847,0.552695
0,0.141369,0.0897525,0.562634
0,0.144534,0.100579,0.558645
0,0.139761,0.100015,0.564569
0,0.129368,0.116272,0.557635
0,0.136495,0.0918626,0.564703
0,0.13,0.08457,0.564287
0,0.129206,0.0997169,0.557432
0,0.133456,0.0740059,0.540453
0,0.119481,0.0979327,0.566889
0,0.129422,0.0867041,0.575751
0,0.132189,0.0771424,0.58085
0,0.132865,0.0864255,0.587035
0,0.1316,0.069757,0.579371
0,0.119423,0.0855611,0.563202
0,0.124307,0.085476,0.56093
0,0.116146,0.103215,0.572327
0,0.128829,0.0892319,0.556823
0,0.129485,0.0605899,0.57541
0,0.10882,0.0931085,0.563044
0,0.110288,0.0762764,0.566422
0,0.123812,0.0646054,0.568931
0,0.117942,0.064248,0.579988
0,0.105888,0.0774082,0.583673
0,0.106975,0.0928195,0.586386
0,0.0970154,0.0801145,0.582281
0,0.0946548,0.0632105,0.566203
0,0.124869,0.0617041,0.570839
0,0.110557,0.0612564,0.577634
0,0.119505,0.0557208,0.580839
0,0.112136,0.0702685,0.577651
0,0.104636,0.0580086,0.561835
0,0.123928,0.0564562,0.582405
0,0.0958435,0.0447226,0.560624
0,0.0830075,0.0720341,0.574899
0,0.102681,0.0572708,0.577748
0,0.0904843,0.0521366,0.590286
0,0.0825678,0.0406102,0.578596
0,0.0964115,0.0430982,0.571
0,0.0858586,0.0503389,0.556585
0,0.105012,0.0696655,0.562802
0,0.061876,0.0319788,0.565834
0,0.0863442,0.0394511,0.567818
0,0.0903189,0.0228245,0.575454
0,0.074759,0.0251111,0.583286
0,0.078835,0.0219132,0.55167
0,0.0770217,0.0288154,0.566711
0,0.103634,0.0492643,0.565498
0,0.0835067,0.0248425,0.578006
0,0.0864021,0.0219155,0.582932
0,0.078234,0.0365007,0.572754
0,0.0797031,0.0256656,0.573394
0,0.0871055,0.0356894,0.56269
0,0.086718,0.0245107,0.574925
0,0.0922735,0.0196999,0.567841
0,0.0721187,0,0.578741
0,0.0594544,0.0225277,0.564566
0,0.0586214,0.0214295,0.578394
0,0.077579,0.000423183,0.572594
0,0.064912,0.018496,0.547112
0,0.0807815,0.00412588,0.573589
0,0.0739669,0.0208936,0.576968
0,0.0613789,0,0.571032
0,0.0740592,0,0.552258
0,0.0618831,0,0.564028
0,0.0786092,0.00970566,0.538322
0,0.0645261,0,0.564586
0,0.0749009,0,0.559123
0,0.0820739,0.00696384,0.560377
0,0.0922197,0,0.563449
0,0.0783456,0,0.555581
0,0.0653113,0,0.558482
0,0.0477734,0,0.564873
0,0.0817479,0,0.542887
0,0.0571144,0,0.577565
0,0.0751889,0,0.541993
0,0.0628291,0,0.557604
0,0.0722897,0,0.541817
0,0.0740195,0,0.575729
0,0.0718191,0,0.566125
0,0.079974,0,0.554931
0,0.0862325,0,0.560286
0,0.0684446,0,0.55136
0,0.0887713,0,0.536746
0,0.103556,0,0.562901
0,0.0775987,0,0.535044
0,0.0746608,0,0.542186
0,0.0906062,0,0.549079
0,0.0663968,0,0.538008
0,0.0906495,0,0.531718
0,0.0777198,0,0.540137
0,0.0845282,0,0.559231
0,0.0577662,0,0.538845
0,0.0716477,0,0.540711
0,0.0755425,0,0.547332
0,0.0773122,0,0.549545
0,0.0925557,0,0.533034
0,0.0882563,0,0.533727
0,0.0578257,0,0.534828
0,0.0959767,0,0.538676
0,0.100923,0,0.517103
0,0.112332,0,0.534577
0,0.0928294,0,0.533474
0,0.0909651,0,0.520739
0,0.0703276,0,0.537717
0,0.0887036,0,0.539462
0,0.08651,0,0.533773
0,0.102985,0,0.524455
0,0.101711,0,0.520917
0,0.0943626,0,0.51456
0,0.0885365,0,0.527051
0,0.107651,0,0.519147
0,0.0975331,0,0.540443
0,0.0910718,0,0.533874
0,0.10612,0,0.498488
0,0.124861,0,0.516437
0,0.114231,0,0.528802
0,0.118732,0,0.506669
0,0.106664,0,0.541184
0,0.114656,0,0.536913
0,0.126554,0,0.515466
0,0.120527,0,0.518734
0,0.112337,0,0.507591
0,0.103128,0,0.524325
0,0.124387,0,0.530923
0,0.106666,0,0.494855
0,0.123668,0,0.52046
0,0.137708,0,0.49299
0,0.127168,0,0.516049
0,0.122293,0,0.515078
0,0.146118,0,0.511607
0,0.137065,0,0.541022
0,0.133018,0,0.511106
0,0.135085,0,0.524549
0,0.131077,0,0.510166
0,0.147216,0,0.510649
0,0.1353,0,0.495321
0,0.137133,0,0.473761
0,0.149572,0,0.491585
0,0.144965,0,0.50411
0,0.137279,0,0.517619
0,0.141238,0,0.501361
0,0.17313,0,0.502829
0,0.150011,0,0.493266
0,0.156227,0,0.50783
0,0.171306,0,0.506023
0,0.168542,0,0.521396
0,0.176052,0,0.511258
0,0.161655,0,0.518458
0,0.171398,0,0.501382
0,0.157993,0,0.505072
0,0.172212,0,0.526358
0,0.173375,0,0.506639
0,0.196222,0,0.488116
0,0.172025,0,0.509379
0,0.171838,0,0.52994
0,0.170924,0,0.493828
0,0.182124,0,0.50835
0,0.186874,0,0.506104
0,0.184957,0,0.505896
0,0.18712,0,0.506268
0,0.185893,0,0.504845
0,0.195743,0,0.490261
0,0.200419,0,0.491159
0,0.182561,0,0.513387
0,0.21308,0,0.517954
0,0.19075,0,0.536853
0,0.196249,0,0.498435
0,0.202182,0,0.4998
0,0.205844,0,0.509498
0,0.214635,0,0.520819
0,0.221243,0,0.491544
0,0.221016,0,0.491725
0,0.203509,0,0.511077
0,0.204093,0,0.486938
0,0.214031,0,0.508733
0,0.21763,0,0.500592
0,0.234696,0,0.51718
0,0.22015,0,0.519154
0,0.22019,0,0.507492
0,0.235338,0,0.509088
0,0.235396,0,0.498893
0,0.2232,0,0.530147
0,0.216482,0,0.49453
0,0.248764,0,0.503595
0,0.238585,0,0.50372
0,0.253804,0,0.491058
0,0.247928,0,0.522595
0,0.236874,0,0.528639
0,0.258017,0,0.523612
0,0.235856,0,0.516068
0,0.24348,0,0.522525
0,0.24673,0,0.51667
0,0.249636,0,0.518148
0,0.268035,0,0.505134
0,0.250238,0,0.505692
0,0.275628,0,0.517192
0,0.255461,0,0.521508
0,0.263507,0,0.512832
0,0.27209,0,0.515863
0,0.250719,0,0.510282
0,0.253812,0,0.549323
0,0.272702,0,0.523982
0,0.249296,0,0.550165
0,0.2682,0,0.534459
0,0.273533,0,0.531783
0,0.274812,0,0.540375
0,0.289465,0,0.549791
0,0.291724,0,0.527236
0,0.272566,0,0.532822
0,0.283276,0,0.54309
0,0.260835,0,0.53993
0,0.288374,0,0.541689
0,0.275434,0,0.542007
0,0.293595,0,0.525129
0,0.298045,0,0.514929
0,0.271016,0,0.523966
0,0.290985,0,0.550988
0,0.279872,0,0.543647
0,0.287012,0,0.536968
0,0.297638,0,0.553272
0,0.274723,0,0.527544
0,0.290112,0,0.561556
0,0.291283,0,0.557236
0,0.284694,0,0.551892
0,0.304168,0,0.564774
0,0.280353,0,0.55638
0,0.287827,0,0.56637
0,0.304419,0,0.574985
0,0.311064,0,0.563397
0,0.293068,0,0.531184
0,0.30001,0,0.539452
0,0.289505,0,0.564808
0,0.301986,0,0.552973
0,0.312033,0,0.55232
0,0.324875,0,0.580991
0,0.287504,0,0.554462
0,0.298244,0,0.578713
0,0.289831,0,0.582576
0,0.300628,0,0.553397
0,0.321412,0,0.584756
0,0.306663,0,0.587241
0,0.308897,0,0.572277
0,0.295164,0,0.600236
0,0.316057,0,0.575074
0,0.313632,0,0.563881
0,0.301808,0,0.585108
0,0.301603,0,0.581203
0,0.30759,0,0.5685
0,0.306424,0,0.576268
0,0.283622,0,0.588456
0,0.300047,0,0.586662
0,0.291362,0,0.591379
0,0.308964,0,0.579896
0,0.277881,0,0.587348
0,0.280117,0,0.632766
0,0.299884,0,0.607067
0,0.303016,0,0.602537
0,0.294194,0,0.600423
0,0.301805,0,0.628577
0,0.307111,0,0.607509
0,0.29605,0.00162546,0.60061
0,0.301705,0,0.610112
0,0.298923,0,0.604229
0,0.282205,0,0.610498
0,0.286484,0,0.615348
0,0.279082,0,0.622196
0,0.292268,0,0.607576
0,0.2818,0,0.601334
0,0.300323,0.00108021,0.625555
0,0.278707,0.000113096,0.619486
0,0.277224,0,0.613585
0,0.2931,0,0.619717
0,0.298404,0,0.625169
0,0.280138,0.00229016,0.625664
0,0.282342,0,0.628715
0,0.282499,0.0103315,0.619971
0,0.278693,0.018637,0.63934
0,0.288589,0.00623043,0.651024
0,0.290901,0.000617533,0.6359
0,0.28259,0.0152324,0.663109
0,0.272173,0.00301695,0.63086
0,0.280814,0,0.656327
0,0.276206,0.0247086,0.640351
0,0.266957,0,0.636542
0,0.267133,0.00963871,0.640082
0,0.280731,0,0.643128
0,0.284117,0.00348634,0.658908
0,0.262684,0.0279391,0.655868
0,0.273904,0.0151097,0.652048
0,0.273581,0.00995984,0.657718
0,0.26634,0.0105343,0.664159
0,0.277683,0.0172961,0.66457
0,0.285563,0.00268154,0.648672
0,0.252031,0,0.659481
0,0.288696,0.00818826,0.669225
0,0.281605,0.0242388,0.682938
0,0.260237,0.0232479,0.67417
0,0.253105,0.000694135,0.661183
0,0.251733,0,0.680368
0,0.270358,0.0226323,0.685427
0,0.250563,0.0166418,0.685017
0,0.267495,0.0140377,0.668597
0,0.241362,0.0253678,0.673527
0,0.243035,0.0164798,0.688858
0,0.262867,0.0113644,0.675964
0,0.228143,0.0170181,0.667603
0,0.248497,0.0041128,0.678995
0,0.232793,0.00429894,0.664976
0,0.214665,0.00404311,0.671468
0,0.248699,0.000379665,0.69551
0,0.236894,0.0233454,0.66925
0,0.210885,0.0200348,0.682164
0,0.233822,0.0306408,0.691835
0,0.217925,0.00257935,0.70446
0,0.23929,0.0164193,0.686886
0,0.230238,0.0136605,0.673594
0,0.243171,0,0.702512
0,0.226175,0,0.696213
0,0.20639,0.00532806,0.681298
0,0.226101,0.00407426,0.686892
0,0.234586,0.00168361,0.696753
0,0.229001,0.0037838,0.686784
0,0.215417,0,0.715351
0,0.217106,0.0112198,0.723005
0,0.222392,0,0.709711
0,0.213429,0.0057081,0.704088
0,0.211858,0.00649231,0.686856
0,0.219981,0.00230372,0.703271
0,0.207592,0.00146424,0.6901
0,0.211018,0.00463287,0.694551
0,0.204607,0.0245908,0.690843
0,0.20735,0.000159075,0.709002
0,0.181465,0,0.711425
0,0.183935,0,0.710693
0,0.221157,0.0062951,0.712642
0,0.194434,0.00100394,0.690195
0,0.216213,0,0.721582
0,0.201737,0,0.712141
0,0.188122,0,0.711617
0,0.178369,0,0.710779
0,0.182733,0,0.718733
0,0.187637,0,0.722984
0,0.191364,0,0.7198
0,0.186478,0,0.719684
0,0.189423,0.00522706,0.709691
0,0.166744,0,0.721525
0,0.173365,0,0.690081
0,0.17381,0.020031,0.725563
0,0.192026,0,0.713828
0,0.181165,0.00156598,0.724751
0,0.147766,0,0.722734
0,0.171284,0,0.71017
0,0.184881,0,0.710741
0,0.158765,0,0.708384
0,0.16634,0,0.710464
0,0.161522,0.0104164,0.736005
0,0.168776,0,0.70737
0,0.151901,0,0.718656
0,0.159248,0,0.718658
0,0.153329,0,0.741743
0,0.172625,0,0.709428
0,0.168512,0,0.713709
0,0.141425,0,0.722818
0,0.158808,0,0.709486
0,0.138438,0,0.725638
0,0.131602,0,0.71072
0,0.139962,0,0.714548
0,0.154537,0,0.717512
0,0.157702,0,0.719879
0,0.153136,0,0.737068
0,0.138601,0,0.728404
0,0.124704,0,0.705607
0,0.14941,0,0.723211
0,0.143762,0,0.735238
0,0.142956,0,0.695173
0,0.128597,0,0.72086
0,0.147551,0,0.715919
0,0.130192,0,0.735319
0,0.116161,0,0.69254
0,0.150285,0,0.695981
0,0.14337,0,0.720035
0,0.125252,0,0.725861
0,0.134021,0,0.709951
0,0.126771,0,0.706887
0,0.141719,0,0.718232
0,0.1491,0,0.717292
0,0.128096,0,0.705205
0,0.117201,0,0.710079
0,0.109737,0,0.703559
0,0.133088,0,0.706615
0,0.119078,0,0.713655
0,0.112351,0,0.699058
0,0.133945,0,0.720714
0,0.0740381,0,0.710795
0,0.0959877,0,0.71201
0,0.116084,0,0.713802
0,0.124451,0,0.702388
0,0.119257,0,0.704775
0,0.139043,0,0.697309
0,0.132143,0,0.707139
0,0.133555,0,0.69987
0,0.14072,0,0.685983
0,0.107777,0,0.700182
0,0.137814,0,0.697474
0,0.127303,0,0.720734
0,0.116746,0,0.693896
0,0.119831,0,0.711926
0,0.130181,0,0.714101
0,0.1171,0,0.706092
0,0.119341,0,0.697243
0,0.113305,0,0.707656
0,0.105995,0,0.696558
0,0.109486,0,0.687514
0,0.133237,0,0.713417
0,0.125037,0,0.667836
0,0.107215,0,0.694322
0,0.13247,0,0.689633
0,0.112944,0,0.678739
0,0.133551,0,0.709247
0,0.153378,0,0.69426
0,0.122602,0,0.685561
0,0.122476,0,0.694632
0,0.135591,0,0.678243
0,0.130767,0,0.684472
0,0.147599,0,0.672045
0,0.116015,0,0.677015
0,0.105841,0,0.682422
0,0.133276,0,0.678503
0,0.146072,0,0.691881
0,0.137143,0,0.679008
0,0.145967,0,0.67079
0,0.113782,0,0.689763
0,0.1213,0,0.675285
0,0.134073,0,0.678693
0,0.147264,0,0.694456
0,0.122622,0,0.663516
0,0.130532,0,0.680699
0,0.14767,0,0.666542
0,0.132747,0,0.653277
0,0.156118,0,0.69196
0,0.139164,0,0.65415
0,0.137716,0,0.677234
0,0.146503,0,0.667785
0,0.141584,0,0.657079
0,0.154651,0,0.683331
0,0.130303,0,0.698389
0,0.163719,0,0.653978
0,0.139302,0,0.674163
0,0.156612,0,0.679315
0,0.15462,0,0.680334
0,0.151794,0,0.657722
0,0.159494,0,0.673476
0,0.141201,0,0.661527
0,0.150256,0,0.685255
0,0.167409,0,0.657232
0,0.170414,0,0.649123
0,0.168937,0,0.683538
0,0.186262,0,0.654792
0,0.157748,0,0.657198
0,0.182001,0,0.653967
0,0.186117,0,0.654828
0,0.185992,0,0.667366
0,0.183406,0,0.670833
